CODFILIAL;NUMPED;CNPJ_FORNECEDOR;FORNECEDOR;COD_CLIENTE;CNPJ_CLIENTE;CLIENTE;ESTADO;TOTAL_FATURADO;VALOR_DEVOLVIDO
1;89095231;796144;BRACELL PAPEIS NORDESTE LTDA;130887;93179,0;COMERCIAL DE MEDICAMENTOS COMPLEXO PHARMA LTDA;CE;319,84;
1;285192460;47252;HYPERA S.A;133586;133586,0;COMERCIO DE MEDICAMENTOS E P C MARQUES LTDA.;CE;2747,47;
3;2363001615;789603;SOFTYS BRASIL LTDA;99883;99883,0;FARMACIA FARMED LTDA;CE;13907,5;
2;2696000940;139553;CCM IND E COM DE PROD DESCART S/A - DINNO/PLENTY;54739;54739,0;C R SILVA FARMACIA MEE;PI;2097,29;
3;531000902;792121;GIOVANNA BABY - PRO NOVA DIST E COM DE COSMETICOS LTDA;88398;80576,0;DROGAMASTER LTDA EPP;CE;2116,47;
1;477053301;793261;FARMAX DISTRIBUIDORA S.A;92094;92094,0;(TF)J & P COMERCIO DE MEDICAMENTOS LTDA ME;CE;2125,72;
1;42119580;47252;HYPERA S.A;86705;86705,0;CASA DOS COMPRIMIDOS COMERCIAL;CE;32549,98;
2;2576004367;47252;HYPERA S.A;66494;62650,0;GENESIO DA COSTA FREITAS;PI;2260,31;
9;2541004852;793247;NATIVITA INDUSTRIA E COMERCIO LTDA;136473;100933,0;BIG PHARMA LTDA;PE;3191,03;
4;1254009648;30083;LOLLY BABY PRODUTOS INFANTIS L;98713;95647,0;METTA DROGARIAS LTDA;MA;1220,17;
7;1259027219;47252;HYPERA S.A;3844;3843,0;DROGARIA SILVA ROCHA LTDA LJ 05;BA;4583,83;
9;2392005346;789423;KLEY HERTZ DISTRIBUIDORA LTDA;79384;79384,0;JOSE ANDELSON PRIMO LEITE EIRELI EPP;PE;596,81;
1;657044077;793261;FARMAX DISTRIBUIDORA S.A;81179;81179,0;J C BATISTA DE ARAUJO LTDA;CE;1001,17;
1;477053307;793186;ACCUMED PRODUTOS MEDICO HOSPITALARES LTDA;122006;81074,0;DROGARIA AGUIAR PAULA LTDA ME;CE;1341,49;
2;675023616;789603;SOFTYS BRASIL LTDA;95844;95844,0;J VICTOR DOS SANTOS;PI;1496,46;
2;675023616;794919;EMS S/A;95844;95844,0;J VICTOR DOS SANTOS;PI;1496,46;
7;2261012962;47252;HYPERA S.A;125781;5358,0;MFV COMERCIO DE PRODUTOS FARMACEUTICOS LTDA;BA;255,01;
1;131069407;47252;HYPERA S.A;104017;91357,0;J I ARAUJO MEDICAMENTOS;CE;3087,73;
7;2724000122;796369;MYRALIS INDUSTRIA FARMACEUTICA LTDA;128311;128311,0;DROGARIA FARMARIOS LTDA;BA;2662,48;
5;353049007;793186;ACCUMED PRODUTOS MEDICO HOSPITALARES LTDA;93617;64955,0;E S F DE MESQUITA  LTDA;MA;9999,4;
1;285192466;47252;HYPERA S.A;128558;85701,0;ANDRADE E ALVES COMERCIO DE MEDICAMENTOS LTDA;CE;3857,76;
5;7670034022;33928;GEOLAB IND FARMACEUTICA S/A;96901;92866,0;L V DE SOUZA MEDICAMENTOS LTDA ME;MA;3371,96;
5;353049045;790283;PHARLAB INDUSTRIA FARMACEUTICA S.A;94785;94785,0;(TF)SARA S DOS SANTOS EIRELI ME;MA;1551,97;
2;2109006837;33928;GEOLAB IND FARMACEUTICA S/A;54437;54933,0;CONCEICAO DE MARIA SALES RAMO;PI;3961,55;
2;2109006837;5582;EMS S/A;54437;54933,0;CONCEICAO DE MARIA SALES RAMO;PI;3961,55;
9;2333007919;47252;HYPERA S.A;123601;123601,0;FARMACIA DO TRABALHADOR DE PE EIRELI;PE;2470,91;
1;131069403;47252;HYPERA S.A;91357;91357,0;RICARDAS ARAUJO MEDICAMENTOS L;CE;3593,14;
2;535049857;47252;HYPERA S.A;130648;63894,0;R. P. ELVAS & DIOGENES LTDA;PI;32222,38;
3;1298033288;30105;ALYNE - CIGEL DISTRIBUIDORA DE COSMETI;80643;85007,0;POUPEFARMA COMERCIO VAREJISTA DE MEDICAMENTOS LTDA LJ 15;CE;359,5;
9;2341009592;789662;SANOFI MEDLEY FARMACEUTICA LTDA;124813;124813,0;TATIANE FERREIRA DE LIMA  DROGARIA LTDA.;PE;1143,55;
3;1203006857;30083;LOLLY BABY PRODUTOS INFANTIS L;80325;80325,0;LIMA E SABINO SOCIEDADE FARMACEUTICA LTDA;CE;4177,32;
1;953054265;31267;MEDQUIMICA IND FARMACEUTICA S.;92105;86285,0;PROVIDA LTDA;CE;28,07;
1;1063031946;33928;GEOLAB IND FARMACEUTICA S/A;81397;81397,0;FARMACIA DROGA MANO LTDA;CE;1791,75;
5;1876010196;47252;HYPERA S.A;128018;91950,0;SILVA E LEAL LTDA;MA;3057,22;
3;1996006277;789603;SOFTYS BRASIL LTDA;129053;85007,0;DROGARIA ULTRAPOPULAR PARAIPABA LTDA;CE;358,8;
3;132029300;794319;EUROFRAL PRODUTOS DE HIGIENE LTDA;122401;20039,0;I E J COMERCIO DE MEDICAMENTOS DO BRASIL LTDA;CE;1697,02;
7;4830882037;794319;EUROFRAL PRODUTOS DE HIGIENE LTDA;3842;3843,0;DROGARIA SILVA ROCHA LTDA LJ 03;BA;643,76;
1;1063031924;33766;CIFARMA CIENTIFICA FARMACEUTICA LTDA;86884;80478,0;LIMA EMPREEND. FARM. LTDA. M.E;CE;1146,46;
1;400293314;47252;HYPERA S.A;126620;126620,0;EMSM COMERCIO DE PRODUTOS FARMACEUTICOS LTDA;CE;709,37;
7;952009165;789603;SOFTYS BRASIL LTDA;10124;10124,0;SILVA E VALES LTDA;BA;5590,38;
1;42119691;47252;HYPERA S.A;91903;86705,0;FARMACIA DA ECONOMIA NACIONAL LTDA FILIAL 9;CE;5233,44;
3;452022984;30307;CCM IND E COM DE PROD DESCARTAVEIS S/A;77119;77119,0;DROGARIA UNIAO LTDA ME;CE;1428,15;
9;1871013605;47252;HYPERA S.A;130827;130827,0;IGOR SEVERO BARBOSA LTDA;PE;202,83;
9;1456016432;794671;PRINCIPIA ES COMERCIO DE COSMETICOS LTDA;102069;102068,0;DROGARIAS IDEIA FARMA LTDA;PE;844,32;
1;89095303;796144;BRACELL PAPEIS NORDESTE LTDA;99633;99633,0;E&G CARLOS FARMACEUTICOS LTDA. - ME;CE;1073,28;
1;953054255;31267;MEDQUIMICA IND FARMACEUTICA S.;81037;85941,0;FARMACIA GUAIUBA LTDA;CE;2728,4;
9;2574004159;33057;NATULAB LABORATORIO LTDA;101215;103450,0;IVANALDO LUIZ DA SILVA VICENCIA;PE;3426,28;
9;2574004132;31267;MEDQUIMICA IND FARMACEUTICA S.;137630;137630,0;DROGARIA INOVA FARMA LTDA;PE;2949,85;
9;1834008412;47252;HYPERA S.A;127111;127111,0;AUGUSTO E GOMES COMERCIO FARMACEUTICOS LTDA;PE;255,69;
1;1465027980;31267;MEDQUIMICA IND FARMACEUTICA S.;89876;89876,0;RAIMUNDO IVAN ROCHA GIFFONI FI;CE;2131,78;
3;1344007922;789603;SOFTYS BRASIL LTDA;99671;91778,0;JESUS ALVES BITU NETO E CIA LTDA;CE;605,4;
3;1298033460;30307;CCM IND E COM DE PROD DESCARTAVEIS S/A;82248;85007,0;DROGRARIA ULTRAPOPULAR PARAIPABA LTDA;CE;2080,44;
1;1983015162;794468;CELLERA CONSUMO LTDA (ES);88226;80467,0;THALYNNE NOBREGA QUEIROGA;CE;451,85;
9;2548000361;789423;KLEY HERTZ DISTRIBUIDORA LTDA;103551;103320,0;DROGARIA POP FARMA LTDA;PE;693,01;
1;1102110278;30791;LABORATORIO TEUTO BRASILEIRO S/A;131075;131075,0;S KARYNE DE SOUZA MARTINS FARMACIA;CE;314,98;
9;1142029275;139553;CCM IND E COM DE PROD DESCART S/A - DINNO/PLENTY;135762;126178,0;E. LIRIO COMERCIO DE PRODUTOS FARMACEUTICOS LTDA;PE;1755,85;
3;443041669;794671;PRINCIPIA ES COMERCIO DE COSMETICOS LTDA;81009;81009,0;FARMACIA JACQUELINE LTDA;CE;464,34;
3;33017193;792121;GIOVANNA BABY - PRO NOVA DIST E COM DE COSMETICOS LTDA;129087;91357,0;FARMACIA POPULAR CENTRAL LTDA  ME;CE;2747,14;
1;1064024527;47252;HYPERA S.A;91409;91409,0;ANTONIO SAMUEL F. RODRIGUES ME;CE;836,47;
1;131069555;789525;ACHE LABORATORIOS FARMACEUTICOS S/A;132411;131268,0;FRANCISCA ADRIANA VIEIRA ROCHA LTDA;CE;278,05;
1;2245006285;793261;FARMAX DISTRIBUIDORA S.A;89968;89968,0;LOPES MELO COMERCIO DE MEDICAMENTOS LTDA ME;CE;2314,11;
1;2245006285;53333;GERMED FARMACEUTICA LTDA;89968;89968,0;LOPES MELO COMERCIO DE MEDICAMENTOS LTDA ME;CE;2314,11;
1;530088829;47252;HYPERA S.A;82248;85007,0;DROGRARIA ULTRAPOPULAR PARAIPABA LTDA;CE;4087,95;
2;2107014761;796144;BRACELL PAPEIS NORDESTE LTDA;62243;62243,0;DROGATEL FARMACIA LTDA;PI;2905,22;
1;1993010827;793186;ACCUMED PRODUTOS MEDICO HOSPITALARES LTDA;85693;85693,0;(TF)DROG. N. S. DA ROSA MISTICA;CE;858,99;
1;530088944;47252;HYPERA S.A;82597;85007,0;IMPERATRIZ COMERCIO DE MEDICAMENTOS LTDA EPP;CE;1542,97;
1;483087292;47252;HYPERA S.A;104280;104280,0;M S L PRODUTOS FARMACEUTICOS LTDA;CE;1046,49;
1;1063032038;31267;MEDQUIMICA IND FARMACEUTICA S.;86414;86414,0;EVELINE BRAGA CRUZ ME;CE;671,86;
1;424072673;53333;GERMED FARMACEUTICA LTDA;128559;128559,0;GN FARMA LTDA ME;CE;367,21;
1;2245006197;789525;ACHE LABORATORIOS FARMACEUTICOS S/A;136086;136086,0;M DA SILVA SOUSA LTDA;CE;1932,46;
1;1756020500;47252;HYPERA S.A;123951;123951,0;J G DE C A MAGALHAES  ME;CE;3885,46;
3;1045005594;30105;ALYNE - CIGEL DISTRIBUIDORA DE COSMETI;88323;87995,0;SUPERMERCADO MORANGUINHO CASCAVEL- 3;CE;6834,78;
1;1937007085;30791;LABORATORIO TEUTO BRASILEIRO S/A;81826;81826,0;MARIA DE FATIMA ALVES DA SILVA BAZARES - EPP;CE;463,17;
1;1117032098;34754;CAZI QUIMICA FARMACEUTICA IND E COM LTDA;90266;90266,0;GLEYCIANE LUCIANO DE BARROS ME;CE;2596,34;
1;1116035868;792019;TORRENT DO BRASIL LTDA;119745;119745,0;MONTFARMA DROGARIA LTDA;CE;1035,45;
3;20021082;30307;CCM IND E COM DE PROD DESCARTAVEIS S/A;90195;90195,0;MERCADINHO ONOFRE LTDA;CE;5457,2;
1;2245006305;47252;HYPERA S.A;80270;80270,0;ORG.XIMENES ARAGAO LTDA;CE;1286,73;
3;634021823;30307;CCM IND E COM DE PROD DESCARTAVEIS S/A;119463;81356,0;FARMACIA ESPERANCA DIVINA LTDA;CE;10399,58;
3;2419002797;789603;SOFTYS BRASIL LTDA;118350;20039,0;JAMILLY ALVES COMERCIO DE MEDICAMENTOS;CE;2450,0;
1;326136312;790808;MULTILAB IND E COM DE PROD FARMAC LTDA (NVQ);132243;132243,0;NOBRE PHARMA LTDA;CE;685,76;
1;483087299;789525;ACHE LABORATORIOS FARMACEUTICOS S/A;80565;80565,0;SILVERLANDIO MENDES FERNANDES LTDA;CE;2096,56;
1;1756020569;33057;NATULAB LABORATORIO LTDA;95167;95167,0;MARIA DAS GRACAS M OLIVEIRA ME;CE;1383,08;
1;2250008790;790283;PHARLAB INDUSTRIA FARMACEUTICA S.A;123373;123373,0;(TF) DROGAPHARMA SAUDE E VIDA LTDA  ME;CE;729,86;
7;1466014510;796144;BRACELL PAPEIS NORDESTE LTDA;122579;4672,0;FARME BRITO LTDA;BA;528,0;
1;483087361;789423;KLEY HERTZ DISTRIBUIDORA LTDA;96334;96334,0;DROGARIA PIRANJI LTDA;CE;873,04;
1;1983015323;795257;HERBALSAVE PRODUTOS NATURAIS E IMPORTACAO LTDA;81345;86926,0;M.M.DE MACEDO;CE;882,05;
1;400293536;789662;SANOFI MEDLEY FARMACEUTICA LTDA;128561;128561,0;J C D MOREIRA LTDA;CE;1549,71;
9;1871013851;793261;FARMAX DISTRIBUIDORA S.A;103852;103852,0;FARMACIA CECILIO LTDA ME;PE;265,28;
7;1499014016;47252;HYPERA S.A;125782;125782,0;NARA NUBIA PINHEIRO COSTA;BA;1652,23;
3;33017261;789603;SOFTYS BRASIL LTDA;129087;91357,0;FARMACIA POPULAR CENTRAL LTDA  ME;CE;3280,6;
5;2577000568;30307;CCM IND E COM DE PROD DESCARTAVEIS S/A;99538;93814,0;CELLA THOMAZ DROGARIAS LTDA;MA;1230,64;
4;2026004505;30083;LOLLY BABY PRODUTOS INFANTIS L;136188;96359,0;COMERCIO DE MEDICAMENTOS FENIX LTDA;MA;819,51;
1;6570047166;796369;MYRALIS INDUSTRIA FARMACEUTICA LTDA;121436;80467,0;FEITOSA JR RUSSAS COMERCIO DE MEDICAMENTOS LTDA;CE;1367,34;
3;571015826;790595;SC JOHNSON LTDA;123399;123399,0;AGB PRODUTOS FARMACEUTICOS LTDA  ME;CE;3175,42;
7;2604001496;789603;SOFTYS BRASIL LTDA;97479;7971,0;S C FARMACIA LTDA;BA;399,92;
1;1983015345;795257;HERBALSAVE PRODUTOS NATURAIS E IMPORTACAO LTDA;130466;86926,0;FARMACIAS FERNANDES LTDA FL 08;CE;882,05;
7;1466007472;794319;EUROFRAL PRODUTOS DE HIGIENE LTDA;104239;10663,0;ICL FARMACIA LTDA;BA;1730,4;
3;132029172;30307;CCM IND E COM DE PROD DESCARTAVEIS S/A;80399;85941,0;LL COMERCIO DE PRODUTOS FARMACEUTICOS LTDA;CE;8714,88;
3;1324008149;30307;CCM IND E COM DE PROD DESCARTAVEIS S/A;92416;80467,0;FL FEITOSA 4 PRODUTOS FARMACEUTICOS LTDA;CE;2093,76;
9;2557000343;789423;KLEY HERTZ DISTRIBUIDORA LTDA;100461;100461,0;FARMARITA LTDA ME;PE;532,54;
5;609038651;73474;SANFARMA INDUSTRIA, COMERCIO E IMPORTACAO E EXPORTACAO LTDA;95748;95748,0;DROGARIA COSTA LTDA;MA;4462,72;
3;441023358;139553;CCM IND E COM DE PROD DESCART S/A - DINNO/PLENTY;80385;97835,0;DROGARIAS ESPERANCA DIVINA LTDA;CE;2232,56;
1;1756020265;47252;HYPERA S.A;69701;69701,0;IMJ COMERCIO DE MED. E COSMETI;CE;862,31;
1;1465027815;31267;MEDQUIMICA IND FARMACEUTICA S.;96723;96723,0;ITALO FERNANDO DUTRA DA MOTA;CE;1297,43;
9;1456016255;30307;CCM IND E COM DE PROD DESCARTAVEIS S/A;102069;102068,0;DROGARIAS IDEIA FARMA LTDA;PE;1760,54;
3;890013766;139553;CCM IND E COM DE PROD DESCART S/A - DINNO/PLENTY;120212;93179,0;COMERCIAL DE MEDICAMENTOS COMPLEXO PHARMA LTDA;CE;713,1;
3;1344007856;30307;CCM IND E COM DE PROD DESCARTAVEIS S/A;80488;80488,0;DROGA JACK COMERCIO DE PRODUTOS FARMACEUTICOS LTDA;CE;3922,76;
3;1869004039;139553;CCM IND E COM DE PROD DESCART S/A - DINNO/PLENTY;121931;80744,0;LIMA NORONHA COMERCIAL LTDA;CE;2743,44;
2;2576004335;789603;SOFTYS BRASIL LTDA;99353;99353,0;M DO LIVRAMENTO FERREIRA DA CUNHA;PI;856,0;
7;2261012926;53333;GERMED FARMACEUTICA LTDA;1295;3709,0;SIMONE FERNANDES BONFIM CARNEIRO;BA;901,65;
3;33017106;30307;CCM IND E COM DE PROD DESCARTAVEIS S/A;135025;125493,0;VIVIAN BERNARDO DOS SANTOS LTDA;CE;2676,44;
7;1259027264;47252;HYPERA S.A;134327;134327,0;(TF) ANDRADE MASCARENHAS LTDA;BA;1130,41;
7;1166017724;789603;SOFTYS BRASIL LTDA;97127;97127,0;FARMED OLIVEIRA LTDA;BA;6382,6;
7;2659000741;789603;SOFTYS BRASIL LTDA;125937;11245,0;WKJ DISTRIBUIDORA E COMERCIO DE PRODUTOS FARMACEUTICOS LTDA;BA;2999,4;
7;1255000099;789603;SOFTYS BRASIL LTDA;5287;5287,0;R N DE FRANCA E CIA LTDA;BA;16996,6;
3;772313639;139553;CCM IND E COM DE PROD DESCART S/A - DINNO/PLENTY;121436;80467,0;FEITOSA JR RUSSAS COMERCIO DE MEDICAMENTOS LTDA;CE;6517,44;
9;2647002038;793186;ACCUMED PRODUTOS MEDICO HOSPITALARES LTDA;120788;79384,0;JOSE ANDELSON PRIMO LEITE EIRELI EPP;PE;3240,9;
2;2015020519;794365;LABOFARMA PRODUTOS FARMACEUTICOS LTDA;55522;55107,0;MARIA RIBEIRO DE ALMEIDA CARDO;PI;282,62;
7;1642005704;30307;CCM IND E COM DE PROD DESCARTAVEIS S/A;132335;7104,0;LIBORIO & LIBORIO LTDA;BA;2112,0;
3;1501004037;789603;SOFTYS BRASIL LTDA;20053;88504,0;ESPEDITO CLAUDIO FSF LTDA;CE;7490,46;
3;4150037791;792121;GIOVANNA BABY - PRO NOVA DIST E COM DE COSMETICOS LTDA;92105;86285,0;PROVIDA LTDA;CE;1541,25;25,59
2;360069395;47252;HYPERA S.A;60402;60402,0;F M GONCALVES LEAL ARAUJO EIRELE ME;PI;733,87;
5;941020971;33928;GEOLAB IND FARMACEUTICA S/A;95698;93004,0;FARMACIAS OMEGA I LTDA;MA;6339,47;
1;1810000192;789423;KLEY HERTZ DISTRIBUIDORA LTDA;85854;85854,0;CURA CERTA COM. VAR. PROD. FAR;CE;459,13;
9;2550000656;789423;KLEY HERTZ DISTRIBUIDORA LTDA;101362;100588,0;AFODROGAS AFOGADOS DROGARIA LTDA;PE;407,24;
7;2375008836;789603;SOFTYS BRASIL LTDA;120883;10011,0;FARMACIAS ISMR LTDA;BA;21598,68;
5;1890003503;139553;CCM IND E COM DE PROD DESCART S/A - DINNO/PLENTY;96359;96359,0;COMERCIO DE MEDICAMENTOS FENIX LTDA;MA;5655,04;
1;400293306;33928;GEOLAB IND FARMACEUTICA S/A;128675;128675,0;NORDESTCHE FARMA COMERCIO DE PRODUTOS FARMACEUTICOS LTDA;CE;399,77;
1;1713000603;47252;HYPERA S.A;81050;81189,0;M P MEDICAMENTOS LTDA ME;CE;980,75;
2;363068616;31267;MEDQUIMICA IND FARMACEUTICA S.;130941;130941,0;FRANCISCO HELEOMAR LUIZ SAMPAIO LTDA;PI;603,62;
7;2405003580;792019;TORRENT DO BRASIL LTDA;8611;8159,0;C & C DROGARIA LTDA;BA;281,48;
1;483086967;793261;FARMAX DISTRIBUIDORA S.A;99188;64556,0;SILVIA REGINA ARAUJO DO CARMO EIREL ME;CE;1016,76;
7;2714000321;789603;SOFTYS BRASIL LTDA;10541;2173,0;VENTIN COMERCIAL DE MEDICAMENTOS LTDA;BA;254,16;
5;1289024430;789525;ACHE LABORATORIOS FARMACEUTICOS S/A;76040;76040,0;MAURICIO M DE OLIVEIRA  ME;MA;396,49;
5;2049008282;31267;MEDQUIMICA IND FARMACEUTICA S.;97652;97652,0;V B DE L SOUSA LTDA;MA;3307,0;
5;2528002974;33057;NATULAB LABORATORIO LTDA;96223;96223,0;MIX FARMA MEDICAMENTOS LTDA;MA;8215,21;
2;2107014525;789603;SOFTYS BRASIL LTDA;95350;60607,0;FILIPE A BARBOSA VIEIRA;PI;4293,13;
9;2548000299;789423;KLEY HERTZ DISTRIBUIDORA LTDA;137518;101229,0;B. MONTEIRO DA SILVA;PE;583,42;
1;131069393;793718;BIOLAB FARMA GENERICOS LTDA;133377;133377,0;FARMACIA DO TRABALHADOR CENTRAL DE CASCAVEL LTDA;CE;1647,27;
7;2718000167;47252;HYPERA S.A;771;5461,0;EMANUEL MELQ GUSMAO CIA LTDA;BA;378,09;
1;2250008498;47252;HYPERA S.A;89942;89942,0;A G DA SILVA NETO DROGARIA ME;CE;2670,45;
1;1983014905;33928;GEOLAB IND FARMACEUTICA S/A;120513;80467,0;F LUIS FEITOSA LTDA ME;CE;402,9;
7;7490012822;789423;KLEY HERTZ DISTRIBUIDORA LTDA;203;203,0;CLAUDIO RIBEIRO DE SOUSA;BA;361,45;
2;1261000053;789603;SOFTYS BRASIL LTDA;119038;63894,0;R P ELVAS MARTINS;PI;3904,7;
1;1993010720;47252;HYPERA S.A;132635;88968,0;NOSSA SENHORA APARECIDA COM. DE MEDICAMENTOS LTDA;CE;2515,9;
7;2663000929;789603;SOFTYS BRASIL LTDA;4638;5203,0;ULTRAPOPULAR BARREIRAS II LTDA;BA;7056,0;
7;2261013002;31267;MEDQUIMICA IND FARMACEUTICA S.;5358;5358,0;ULTRA BARATO COM DE PROD FARM LTDA - ME;BA;4399,58;
2;429028017;789603;SOFTYS BRASIL LTDA;118828;118828,0;ERIC NICOLAS CASTRO SILVA & CIA LTDA;PI;95858,13;
3;4150037810;30083;LOLLY BABY PRODUTOS INFANTIS L;97656;86285,0;PROVIDA COMERCIO FARMACEUTICO SOCIEDADE UNIPESSOAL LTDA;CE;1057,08;
3;1869004127;139553;CCM IND E COM DE PROD DESCART S/A - DINNO/PLENTY;96730;96730,0;GLORIENE MAGALHAES COSTA;CE;511,84;
9;2556000157;789423;KLEY HERTZ DISTRIBUIDORA LTDA;100831;100831,0;NEVES NEVES MEDICAMENTOS LTDA;PE;685,19;
9;1456016426;794671;PRINCIPIA ES COMERCIO DE COSMETICOS LTDA;101204;102068,0;REDE IDEIA FARMA LTDA;PE;1857,18;
7;2601001786;792205;SANTHER FABRICA DE PAPEL SANTA THEREZINHA S/A;2338;8603,0;N A COM DE MEDICS LTDA;BA;1799,6;
9;1871013569;793261;FARMAX DISTRIBUIDORA S.A;100665;100665,0;COMERCIAL FARMACEUTICA ALVES & ALVES LTDA - EPP;PE;974,58;
9;1907012235;795345;DINNO BABY - DIST DE COSMET BY FATTORE LTDA - EPP;137258;121015,0;HBD FARMA LTDA;PE;496,23;
9;2541004878;793261;FARMAX DISTRIBUIDORA S.A;137100;102068,0;DROGARIAS IDEIA FARMA LTDA;PE;763,87;
9;2183023936;47252;HYPERA S.A;121689;121689,0;CM COMERCIO DE MEDICAMENTOS E PERFUMARIAS EIRELI;PE;2523,73;
1;42119695;47252;HYPERA S.A;91933;86705,0;FARMACIA DA ECONOMIA NACIONAL LTDA FILIAL 10;CE;6180,42;
9;2541004849;793261;FARMAX DISTRIBUIDORA S.A;103396;100933,0;SAM PHARMA COMERCIO DE PRODUTOS FARMACEUTICOS LTDA;PE;5340,27;
1;1102110253;794468;CELLERA CONSUMO LTDA (ES);85295;85295,0;GUEDES COMERCIAL DE MEDICAMENTOS LTDA ME;CE;964,02;
1;2651001492;793261;FARMAX DISTRIBUIDORA S.A;137303;95212,0;LUIS GUSTAVO SANTOS BARROS;CE;926,68;
9;1142029170;789603;SOFTYS BRASIL LTDA;131999;131999,0;ERIKA BARBOSA ADELINO DE OLIVEIRA;PE;3449,15;
3;132029368;790595;SC JOHNSON LTDA;99072;20039,0;GERARDO DE SOUSA MAIA COM DE MEDIC DO BRASIL LTDA;CE;1174,33;
1;2250008540;31305;LABORATORIO GLOBO LTDA;82091;82091,0;FARMACIA FARMAMIGA LTDA;CE;382,19;
9;2555000566;789423;KLEY HERTZ DISTRIBUIDORA LTDA;102373;101723,0;FARMACIA  G 5  COMERCIO DE PRODUTOS FARMACEUTICOS LTDA;PE;2574,68;
1;1075053133;33928;GEOLAB IND FARMACEUTICA S/A;80289;80289,0;DROGARIA BANDEIRA & OLIVIERA LTDA;CE;4949,47;
1;1117031958;794919;EMS S/A;136192;136192,0;FARMACIA E DROGARIA SAO LUIS LTDA;CE;1100,04;
1;477053485;31267;MEDQUIMICA IND FARMACEUTICA S.;124256;124256,0;PITANGA FARMA LTDA  ME;CE;418,15;
1;1075053133;33057;NATULAB LABORATORIO LTDA;80289;80289,0;DROGARIA BANDEIRA & OLIVIERA LTDA;CE;4949,47;
9;1907012292;794319;EUROFRAL PRODUTOS DE HIGIENE LTDA;136405;136405,0;61.902.697 CRISTIANO DOS SANTOS MACIEL;PE;1027,66;
9;2561000068;789423;KLEY HERTZ DISTRIBUIDORA LTDA;124148;124148,0;ALENCAR PHARMA LTDA;PE;1840,23;
3;1298033448;30307;CCM IND E COM DE PROD DESCARTAVEIS S/A;89360;85007,0;FARMANOSSA PRODUTOS FARMACEUTICOS LTDA ME LJ 12;CE;2778,46;
1;1983015157;794468;CELLERA CONSUMO LTDA (ES);120513;80467,0;F LUIS FEITOSA LTDA ME;CE;602,79;
3;14024281;790595;SC JOHNSON LTDA;83984;83453,0;FRANCISCO LAERCIO TELES BRAGA F2;CE;503,76;
3;571015753;30307;CCM IND E COM DE PROD DESCARTAVEIS S/A;123399;123399,0;AGB PRODUTOS FARMACEUTICOS LTDA  ME;CE;20577,4;
3;1298033622;30307;CCM IND E COM DE PROD DESCARTAVEIS S/A;86946;85007,0;ARIFARMA COMERCIO DE MEDICAMEN LOJA 14;CE;5909,78;
1;1993010915;793261;FARMAX DISTRIBUIDORA S.A;94369;94369,0;A E R MEDICAMENTOS LTDA MICROEMPRESA;CE;1362,98;
3;1298033630;30307;CCM IND E COM DE PROD DESCARTAVEIS S/A;81346;85007,0;POUPEFARMA AMONTADA LTDA L18;CE;3269,58;
1;2245006285;31267;MEDQUIMICA IND FARMACEUTICA S.;89968;89968,0;LOPES MELO COMERCIO DE MEDICAMENTOS LTDA ME;CE;2314,11;
1;1937007046;33766;CIFARMA CIENTIFICA FARMACEUTICA LTDA;130207;130207,0;EMPREENDIMENTOS TKR LTDA;CE;401,38;
3;2419002727;30083;LOLLY BABY PRODUTOS INFANTIS L;136751;20039,0;JA E ID COMERCIO DE MEDICAMENTOS DO BRASIL LTDA;CE;1569,92;
9;2325002892;789423;KLEY HERTZ DISTRIBUIDORA LTDA;100836;101833,0;GODOY MEDICAMENTOS LTDA - EPP;PE;384,4;
1;483087309;33057;NATULAB LABORATORIO LTDA;98358;98358,0;FLADIANA MARIA MOREIRA LIMA ME;CE;2106,19;
1;2279004792;794468;CELLERA CONSUMO LTDA (ES);121796;90871,0;FARMACIA BRAGA E LIMA LTDA;CE;524,54;
1;1117032092;47252;HYPERA S.A;122203;122203,0;FARMACIO SOL NASCENTE LTDA;CE;1480,39;
1;1064024428;793261;FARMAX DISTRIBUIDORA S.A;87961;87961,0;M.MENDES DE OLIVEIRA & CIA LTDA;CE;2125,09;
3;1324008292;139553;CCM IND E COM DE PROD DESCART S/A - DINNO/PLENTY;87753;80467,0;T H FEITOSA 2 PRODUTOS FARMACEUTICOS;CE;680,05;
9;2574004283;31267;MEDQUIMICA IND FARMACEUTICA S.;133057;101774,0;REMEDIUS LTDA;PE;315,66;
1;1075053396;30791;LABORATORIO TEUTO BRASILEIRO S/A;96252;96252,0;FARMACIA QUALIVIDA LTDA;CE;703,38;
1;1983015293;792019;TORRENT DO BRASIL LTDA;20088;80467,0;G E T PRODUTOS FARMACEUTICOS LTDA;CE;445,76;
7;1466014277;794319;EUROFRAL PRODUTOS DE HIGIENE LTDA;131082;10663,0;ICL FARMACIA LTDA;BA;1023,68;
7;2163009458;30307;CCM IND E COM DE PROD DESCARTAVEIS S/A;809;809,0;FARMACIA CENTRAL COMERCIO E PRODUTOS FAR;BA;419,88;
1;1116035868;789825;AIRELA INDUSTRIA FARMACEUTICA LTDA;119745;119745,0;MONTFARMA DROGARIA LTDA;CE;1035,45;
1;2250008703;790288;AURAQUIMICA IND DE MED E ALIM LTDA;91573;91573,0;L A OLIVEIRA MEDICAMENTOS LTDA;CE;1632,07;
