CODFILIAL;NUMPED;CNPJ_FORNECEDOR;FORNECEDOR;COD_CLIENTE;CNPJ_CLIENTE;CLIENTE;ESTADO;TOTAL_FATURADO;VALOR_DEVOLVIDO
1;1064024233;33286;MULTILAB IND E COM DE PROD FARMAC LTDA (MARCAS);80318;80318,0;DROGARIA DO ARCO LTDA;CE;406,77;
5;609038651;33928;GEOLAB IND FARMACEUTICA S/A;95748;95748,0;DROGARIA COSTA LTDA;MA;4462,72;
3;1869004052;794319;EUROFRAL PRODUTOS DE HIGIENE LTDA;104300;80744,0;LIMA NORONHA COMERCIAL LTDA;CE;783,84;
1;5800008288;793186;ACCUMED PRODUTOS MEDICO HOSPITALARES LTDA;99632;99632,0;HIPER FARMA COMERCIO DE PRODUTOS FARMACEUTICOS LIMITADA;CE;1114,46;
3;951007408;794319;EUROFRAL PRODUTOS DE HIGIENE LTDA;132860;93209,0;ESSENCIAL FARMA ACOPIARA LTDA;CE;6788,94;
1;42119505;31267;MEDQUIMICA IND FARMACEUTICA S.;90828;80794,0;VAREJAO DOS COMPRIMIDOS FILIAL;CE;29455,21;
3;1869004035;139553;CCM IND E COM DE PROD DESCART S/A - DINNO/PLENTY;87371;80744,0;LIMA NORONHA COMERCIAL LTDA EP;CE;2351,52;
9;2145015230;34754;CAZI QUIMICA FARMACEUTICA IND E COM LTDA;124089;124089,0;DROGARIA MARTINS LTDA;PE;217,47;
2;358059743;33928;GEOLAB IND FARMACEUTICA S/A;93363;93363,0;THARLES MEGAFARMA LTDA;PI;342,11;
2;535049769;33928;GEOLAB IND FARMACEUTICA S/A;63738;63738,0;MIRANDA E MIRANDA XAVIER LTDA;PI;160,46;
3;890013749;794319;EUROFRAL PRODUTOS DE HIGIENE LTDA;81263;81263,0;R REGINALDO JANJA E COMP.LTDA;CE;2166,32;
9;2557000363;789423;KLEY HERTZ DISTRIBUIDORA LTDA;100701;100701,0;CLAUDECY LOPES DE ARAUJO ME;PE;322,7;
5;353048939;47252;HYPERA S.A;127705;127705,0;P O DE SA AMORIM LTDA;MA;1457,44;
1;610085845;793261;FARMAX DISTRIBUIDORA S.A;92077;92077,0;FARMACIA MENORPRECO LTDA ME;CE;842,52;
1;477053298;789525;ACHE LABORATORIOS FARMACEUTICOS S/A;84079;84079,0;J.S NEGREIROS DE QUEIROZ;CE;1890,98;
3;1298033170;30307;CCM IND E COM DE PROD DESCARTAVEIS S/A;97501;85007,0;DROGARIA ULTRAPOPULAR PARAIPABA LTDA EPP;CE;1265,85;
1;657044112;794365;LABOFARMA PRODUTOS FARMACEUTICOS LTDA;135882;135882,0;FARMACIA E PERFUMARIA ESTAR BEM LTDA;CE;695,64;
9;2554000253;789423;KLEY HERTZ DISTRIBUIDORA LTDA;101446;101446,0;FARMACIA SANTA ANA LTDA;PE;4749,58;
1;2279004765;47252;HYPERA S.A;88137;88137,0;DROGARIA ABAIARA LTDA;CE;500,81;
1;42119518;793261;FARMAX DISTRIBUIDORA S.A;90418;86705,0;FARMACIA DA ECONOMIA CEARENSE LTDA FILIAL 5;CE;2764,11;
1;1993010662;792019;TORRENT DO BRASIL LTDA;104260;104260,0;RODSON JAILSON LIRA SARAIVA ME;CE;40,29;
1;42119660;47252;HYPERA S.A;93827;86705,0;FARMACIA DA ECONOMIA NACIONAL LTDA FILIAL 14;CE;6542,92;
3;890013825;139553;CCM IND E COM DE PROD DESCART S/A - DINNO/PLENTY;83485;83485,0;FARMACIA N.S.C LTDA;CE;2168,24;
3;1324008222;789603;SOFTYS BRASIL LTDA;89640;80467,0;THAIS NOBREGA QUEIROGA FEITOSA;CE;10105,7;
7;1259027167;47252;HYPERA S.A;131307;3843,0;FARMACIA ROCHA FIGUEIREDO LTDA;BA;458,28;
3;1384017488;139553;CCM IND E COM DE PROD DESCART S/A - DINNO/PLENTY;118854;86252,0;LUCIANA SAMPAIO DIOGENES ROLIM ME;CE;1495,4;
2;429027951;32816;DKT DO BRASIL PROD.DE USO PESS (PRUDENCE);118828;118828,0;ERIC NICOLAS CASTRO SILVA & CIA LTDA;PI;3249,41;
7;2673000526;792019;TORRENT DO BRASIL LTDA;129113;7565,0;FARMACIA AVENIDA DE FEIRA DE SANTANA LTDA;BA;1726,58;
3;1298033352;30083;LOLLY BABY PRODUTOS INFANTIS L;85007;85007,0;POUPEFARMA COMERCIO VAREJISTA DE MEDICAMENTOS LTDA;CE;1486,55;
1;477053351;789662;SANOFI MEDLEY FARMACEUTICA LTDA;87616;87616,0;ADRIANA ALCANTARA DE AGUIAR E CIA LTDA;CE;1010,73;
7;2685000494;789603;SOFTYS BRASIL LTDA;124733;7352,0;FARMACIA DO TRABALHADOR VALE EU LTDA;BA;1078,8;
1;2279004695;794468;CELLERA CONSUMO LTDA (ES);131180;131180,0;FARMACIA FARMA FORTE LTDA;CE;902,88;
2;1108015710;789603;SOFTYS BRASIL LTDA;120007;54739,0;M FERREIRA & C SILVA DRUGSTORE LTDA;PI;428,26;
1;2250008520;793186;ACCUMED PRODUTOS MEDICO HOSPITALARES LTDA;133518;91951,0;FARMACIA DO TRABALHADOR POPULAR II LTDA;CE;90,26;
1;42119670;47252;HYPERA S.A;95248;86705,0;FARMACIA DA ECONOMIA CEARENSE LTDA FILIAL 21;CE;2353,67;
3;1203006831;794319;EUROFRAL PRODUTOS DE HIGIENE LTDA;92109;92109,0;PRICILA GEISIANE DE SOUSA SILVA - ME;CE;3253,27;
9;1142029127;794671;PRINCIPIA ES COMERCIO DE COSMETICOS LTDA;102124;101582,0;FARMACIA S. PROFETA LTDA - ME;PE;2106,29;
2;2109006837;792141;GROWUP INDUSTRIA DE ALIMENTOS E NUTRACEUTICOS LTDA;54437;54933,0;CONCEICAO DE MARIA SALES RAMO;PI;3961,55;
1;1117031855;33928;GEOLAB IND FARMACEUTICA S/A;136612;119544,0;FARMACIA NOGUEIRA 8 LTDA;CE;617,21;
2;2696000918;794319;EUROFRAL PRODUTOS DE HIGIENE LTDA;121533;54755,0;A F M DE MELO EMPREENDIMENTOS FARMACEUTICOS LTDA;PI;2353,07;
7;2375008824;30307;CCM IND E COM DE PROD DESCARTAVEIS S/A;135855;601,0;FARMACIAS DA ECONOMIA LTDA;BA;5062,98;
5;353049005;792019;TORRENT DO BRASIL LTDA;96325;95647,0;DROGARIA ULTRA POPULAR MARANHENSE LTDA;MA;1381,1;
3;1277007726;789603;SOFTYS BRASIL LTDA;99426;73520,0;FARMAVIDA CARIRI LTDA EPP;CE;17310,56;
2;535049896;47252;HYPERA S.A;64009;64009,0;VERA LIANA ROCHA  MODESTO;PI;502,24;
3;2124003417;789470;BASTON INDUSTRIA DE AEROSSOIS LTDA;94838;119544,0;FARMACIA NOGUEIRA SANTOS LTDA;CE;460,08;
1;42119685;47252;HYPERA S.A;98979;86705,0;FARMACIA DA ECONOMIA NACIONAL LTDA;CE;3664,28;
3;1278005552;789603;SOFTYS BRASIL LTDA;100227;98018,0;KARINA GONCALVES DO NASCIMENTO;CE;5786,46;
7;1642005666;30307;CCM IND E COM DE PROD DESCARTAVEIS S/A;8374;8374,0;IGOR ROBERTO ALVES DE SOUSA;BA;299,76;
1;1937006893;789423;KLEY HERTZ DISTRIBUIDORA LTDA;81305;81305,0;FARMACIA EDITE CRUZ LTDA;CE;958,16;
3;1298033318;30105;ALYNE - CIGEL DISTRIBUIDORA DE COSMETI;131129;85007,0;DROGARIA ULTRAPOPULAR AQUIRAZ LTDA;CE;307,1;
1;1117031902;31267;MEDQUIMICA IND FARMACEUTICA S.;87523;97963,0;CENTRAL J L DE MEDICAMENTOS LTDA;CE;2728,4;
1;1075053095;793186;ACCUMED PRODUTOS MEDICO HOSPITALARES LTDA;97412;97412,0;C L P RIBEIRO;CE;1945,22;
1;1983014905;31305;LABORATORIO GLOBO LTDA;120513;80467,0;F LUIS FEITOSA LTDA ME;CE;402,9;
3;2363001636;792121;GIOVANNA BABY - PRO NOVA DIST E COM DE COSMETICOS LTDA;98006;98006,0;RS DISTRIBUIDORA LTDA;CE;1244,52;
9;1456016448;794671;PRINCIPIA ES COMERCIO DE COSMETICOS LTDA;136418;102068,0;REDE IDEIA FARMA LTDA;PE;1211,25;
7;4830881983;796144;BRACELL PAPEIS NORDESTE LTDA;103906;3843,0;DROGARIA SILVA ROCHA LTDA;BA;1488,0;
3;132029294;795345;DINNO BABY - DIST DE COSMET BY FATTORE LTDA - EPP;99072;20039,0;GERARDO DE SOUSA MAIA COM DE MEDIC DO BRASIL LTDA;CE;1895,84;
3;1045005517;30307;CCM IND E COM DE PROD DESCARTAVEIS S/A;90612;87995,0;SUPERMERCADO MORANGUINHO -LJ01;CE;6264,24;
3;2419002635;792121;GIOVANNA BABY - PRO NOVA DIST E COM DE COSMETICOS LTDA;133572;20039,0;IJ E JA COMERCIO DE MEDICAMENTOS DO BRASIL LTDA;CE;547,05;
1;285192481;793261;FARMAX DISTRIBUIDORA S.A;119674;95793,0;J E J LUCENA COMERCIO DE MEDICAMENTOS LTDA;CE;1375,81;
5;2660003291;793718;BIOLAB FARMA GENERICOS LTDA;94104;93039,0;A. V. UCHOA DA SILVA;MA;2315,57;
6;2118014287;792121;GIOVANNA BABY - PRO NOVA DIST E COM DE COSMETICOS LTDA;97011;97011,0;AMÉRICA MEDICAMENTOS E CORRELATOS LTDA;PI;1278,74;
7;4830881985;796144;BRACELL PAPEIS NORDESTE LTDA;3244;3843,0;FARMACIA ROCHA FIGUEIREDO LTDA;BA;992,0;
9;1456016380;794319;EUROFRAL PRODUTOS DE HIGIENE LTDA;100969;103866,0;FARMACIA CAVALCANTE DE MELO LTDA - ME;PE;1085,73;
7;2346008685;792019;TORRENT DO BRASIL LTDA;136015;7528,0;BORGES XAVIER - DROGARIA DO TRABALHADOR LTDA;BA;239,87;
3;2419002621;792121;GIOVANNA BABY - PRO NOVA DIST E COM DE COSMETICOS LTDA;99072;20039,0;GERARDO DE SOUSA MAIA COM DE MEDIC DO BRASIL LTDA;CE;1966,57;
1;1116035726;33928;GEOLAB IND FARMACEUTICA S/A;90975;90975,0;FARMACIA SARA SOUSA VIANA LTDA;CE;1104,16;
1;1810000219;789423;KLEY HERTZ DISTRIBUIDORA LTDA;119833;80636,0;SANTA BRANCA EMPREENDIMENTOS FARMACEUTICOS LTDA;CE;445,41;
3;1298033338;792121;GIOVANNA BABY - PRO NOVA DIST E COM DE COSMETICOS LTDA;89360;85007,0;FARMANOSSA PRODUTOS FARMACEUTICOS LTDA ME LJ 12;CE;1437,71;
7;1939013150;31267;MEDQUIMICA IND FARMACEUTICA S.;103935;103935,0;FARMACIA NOVO TEMPO LTDA;BA;1055,9;
1;2251007503;795348;FIBRAVITE INDUSTRIA DE COSMETICOS LTDA;104265;104265,0;MARTILANDIA SOARES LIMA FERNANDES PIMENTEL LTDA;CE;1382,99;
3;2419002633;792121;GIOVANNA BABY - PRO NOVA DIST E COM DE COSMETICOS LTDA;131059;20039,0;J I COMERCIAL DE MEDICAMENTOS DO BRASIL LTDA;CE;2683,91;
9;2223010182;793247;NATIVITA INDUSTRIA E COMERCIO LTDA;135620;102427,0;M&A COMERCIO DE MEDICAMENTOS LTDA;PE;3344,04;
9;2223010184;794468;CELLERA CONSUMO LTDA (ES);136989;102427,0;M&A COMERCIO DE MEDICAMENTOS LTDA;PE;566,51;
1;483087137;47252;HYPERA S.A;137793;88717,0;M M TEIXEIRA LTDA;CE;413,35;
1;1075053299;793186;ACCUMED PRODUTOS MEDICO HOSPITALARES LTDA;85850;85850,0;M.V COM DE MEDICAMENTOS;CE;459,88;
2;2015020660;33928;GEOLAB IND FARMACEUTICA S/A;100366;100366,0;M M G DE MORAES EIRELI;PI;5370,33;
3;2419002717;30105;ALYNE - CIGEL DISTRIBUIDORA DE COSMETI;123807;20039,0;IJM COMERCIO DE MEDICAMENTOS DO BRASIL LTDA;CE;2490,98;
1;6292058455;793186;ACCUMED PRODUTOS MEDICO HOSPITALARES LTDA;123807;20039,0;IJM COMERCIO DE MEDICAMENTOS DO BRASIL LTDA;CE;657,05;
1;610086111;794223;FALCON DISTRIBUICAO ARMAZENAMENTO E TRANSPORTES SA - ONTEX;80564;80564,0;FARMACIA SOLONOPOLES LTDA;CE;5872,76;
9;2550000723;789423;KLEY HERTZ DISTRIBUIDORA LTDA;133894;100588,0;FARMASHOPPING LTDA;PE;150,67;
1;1117031990;794468;CELLERA CONSUMO LTDA (ES);91145;91145,0;COMERCIAL FARMACEUTICO JARDIM LTDA;CE;452,5;
1;1117031958;793718;BIOLAB FARMA GENERICOS LTDA;136192;136192,0;FARMACIA E DROGARIA SAO LUIS LTDA;CE;1100,04;
9;1142029283;792121;GIOVANNA BABY - PRO NOVA DIST E COM DE COSMETICOS LTDA;102472;102472,0;FERNANDA F. DA SILVA - DROGARIA - ME;PE;602,37;
5;2577000501;32816;DKT DO BRASIL PROD.DE USO PESS (PRUDENCE);135480;93814,0;CELLA E CELLA DROGARIAS LTDA;MA;256,32;
3;1298033577;30307;CCM IND E COM DE PROD DESCARTAVEIS S/A;123198;85007,0;DROGARIA ULTRAPOPULAR CANINDE LOJA2 LTDA  ME;CE;395,88;
3;443041734;789603;SOFTYS BRASIL LTDA;120212;93179,0;COMERCIAL DE MEDICAMENTOS COMPLEXO PHARMA LTDA;CE;2197,4;
3;443041748;789603;SOFTYS BRASIL LTDA;96083;84005,0;BUENO EMPREENDIMENTOS FARMACEUTICOS LTDA;CE;2839,84;
1;42119837;793186;ACCUMED PRODUTOS MEDICO HOSPITALARES LTDA;129748;86705,0;FARMACIA DA ECONOMIA NACIONAL LTDA;CE;1334,29;
3;2124003540;30307;CCM IND E COM DE PROD DESCARTAVEIS S/A;131599;119544,0;FARMACIA NOGUEIRA 8 LTDA;CE;4619,0;
2;2107014764;796144;BRACELL PAPEIS NORDESTE LTDA;62260;62251,0;M P LEAL -ME;PI;3812,89;
1;1064024631;793186;ACCUMED PRODUTOS MEDICO HOSPITALARES LTDA;91315;91315,0;LUMA GOMES FARIAS ME;CE;641,59;
2;631000730;789603;SOFTYS BRASIL LTDA;63916;63894,0;R P ELVAS MARTINS- C.CASTRO;PI;1849,35;
1;1993010890;53333;GERMED FARMACEUTICA LTDA;98518;98518,0;BRAFARMA LTDA;CE;1067,01;
1;520037678;794468;CELLERA CONSUMO LTDA (ES);80488;80488,0;DROGA JACK COMERCIO DE PRODUTOS FARMACEUTICOS LTDA;CE;721,55;
1;610085931;33928;GEOLAB IND FARMACEUTICA S/A;129996;97835,0;MEDICAMENTOS FONTENELE LTDA;CE;3697,13;
1;42119829;793186;ACCUMED PRODUTOS MEDICO HOSPITALARES LTDA;120107;86705,0;FARMACIA DA ECONOMIA NACIONAL LTDA FL 7;CE;182,48;
1;1102110346;33286;MULTILAB IND E COM DE PROD FARMAC LTDA (MARCAS);85295;85295,0;GUEDES COMERCIAL DE MEDICAMENTOS LTDA ME;CE;564,97;
7;1466014149;796144;BRACELL PAPEIS NORDESTE LTDA;133371;10663,0;ICL FARMACIA LTDA;BA;456,0;
7;1466013918;32816;DKT DO BRASIL PROD.DE USO PESS (PRUDENCE);10880;4672,0;FARME BRITO LTDA;BA;129,9;
1;477053481;790283;PHARLAB INDUSTRIA FARMACEUTICA S.A;99059;99059,0;ARIEL ATILA PONTES SOARES FARMACIA LTDA ME;CE;1803,89;
7;4830882163;796144;BRACELL PAPEIS NORDESTE LTDA;137256;983,0;MMJ DROGARIAS LTDA;BA;11053,84;
7;1466014239;794319;EUROFRAL PRODUTOS DE HIGIENE LTDA;97654;10663,0;ICL FARMACIA LTDA;BA;511,84;
1;483087329;790808;MULTILAB IND E COM DE PROD FARMAC LTDA (NVQ);131406;131406,0;TOP FARMA COMERCIO FARMACEUTICO LTDA;CE;765,84;
1;2463000524;789525;ACHE LABORATORIOS FARMACEUTICOS S/A;88401;80576,0;FARMACIAS ALDESUL LTDA;CE;621,8;
9;2567001817;789603;SOFTYS BRASIL LTDA;128395;128395,0;FARMACIA DUARTE LTDA;PE;814,53;
3;443041798;30307;CCM IND E COM DE PROD DESCARTAVEIS S/A;99042;93179,0;COMERCIAL DE MEDICAMENTOS COMPLEXO PHARMA LTDA;CE;1633,96;
1;2245006319;793483;SALDANHA RODRIGUES LTDA - SR;88940;88940,0;FARMACIA SEIVA LTDA;CE;765,54;
1;657044280;794365;LABOFARMA PRODUTOS FARMACEUTICOS LTDA;92033;92033,0;FARMACIA LIMA & CARNEIRO LTDA ME;CE;1134,65;
1;1478017432;47252;HYPERA S.A;131545;131545,0;MAIS FARMA COMERCIO DE PRODUTOS FARMACEUTICOS LTDA;CE;853,05;
1;1116035878;5582;EMS S/A;96792;85058,0;DROGARIA MELGACO ALBUQUERQUE LTDA;CE;1018,65;
1;1983015277;791794;CREMER S.A;87195;80467,0;GUSTAVO SALES DE MOURA ME;CE;339,84;
7;1466014386;789603;SOFTYS BRASIL LTDA;9927;4672,0;FARME BRITO LTDA - EPP;BA;2199,56;
1;1116035740;31267;MEDQUIMICA IND FARMACEUTICA S.;80392;80392,0;FARMACIA SAO GONCALO LTDA;CE;5428,73;
1;477053609;31305;LABORATORIO GLOBO LTDA;134878;134878,0;FARMACIA SAO BENEDITO LTDA;CE;553,86;
9;2394004153;789603;SOFTYS BRASIL LTDA;101892;101892,0;J T VAZ & CIA LTDA ME;PE;405,29;
1;1983015221;793261;FARMAX DISTRIBUIDORA S.A;130466;86926,0;FARMACIAS FERNANDES LTDA FL 08;CE;898,45;
1;131069563;791794;CREMER S.A;133377;133377,0;FARMACIA DO TRABALHADOR CENTRAL DE CASCAVEL LTDA;CE;425,52;
3;1996006524;789603;SOFTYS BRASIL LTDA;90822;85007,0;FARMACIA GOTA MAIS LTDA FILIAL02;CE;1426,4;
1;1117032151;33928;GEOLAB IND FARMACEUTICA S/A;80690;80690,0;FARMACIA ROMAO LTDA;CE;1026,16;
9;2333008154;31267;MEDQUIMICA IND FARMACEUTICA S.;103655;103655,0;JOSELI SANTANA COMERCIO VAREJISTAS DE MEDICAMENTOS LTDA;PE;527,65;
1;483087435;796369;MYRALIS INDUSTRIA FARMACEUTICA LTDA;125509;120610,0;COMERCIO FARMACEUTICO NOVA FARMA LTDA;CE;719,08;
9;2557000438;789423;KLEY HERTZ DISTRIBUIDORA LTDA;102441;102441,0;SARAIVA E JUSTINO COMERCIO DE MEDICAMENTOS LTDA ME;PE;442,15;
7;1466008228;794319;EUROFRAL PRODUTOS DE HIGIENE LTDA;123367;10663,0;ICL FARMACIA LTDA;BA;4236,12;4236,12
7;1466009033;794319;EUROFRAL PRODUTOS DE HIGIENE LTDA;99155;10663,0;JCS FARMACIA EIRELI;BA;649,8;
7;1466013203;794319;EUROFRAL PRODUTOS DE HIGIENE LTDA;136525;10663,0;JCS FARMACIA LTDA;BA;382,68;
2;360069373;790283;PHARLAB INDUSTRIA FARMACEUTICA S.A;97992;97992,0;SIMONE MARIA DE ARAUJO CARVALHO SOARES;PI;3668,49;
3;1869004037;139553;CCM IND E COM DE PROD DESCART S/A - DINNO/PLENTY;87454;80744,0;GIOVANA SEFORA RODRIGUES LIMA NORONHA;CE;1371,72;
1;6292058198;792019;TORRENT DO BRASIL LTDA;87198;87198,0;FARMACIA PALMACIA LTDA;CE;285,05;
2;675023583;790283;PHARLAB INDUSTRIA FARMACEUTICA S.A;57436;57410,0;S M MENDES PEREIRA;PI;807,01;
3;890013766;795345;DINNO BABY - DIST DE COSMET BY FATTORE LTDA - EPP;120212;93179,0;COMERCIAL DE MEDICAMENTOS COMPLEXO PHARMA LTDA;CE;713,1;
3;703011191;789112;MILI SA;97038;97038,0;FARMACIA CASTELO BRANCO LTDA;CE;847,69;
1;4510173186;793261;FARMAX DISTRIBUIDORA S.A;104374;104374,0;(TF) FARMACIA ZEZE LTDA  ME;CE;842,62;
5;609038679;31267;MEDQUIMICA IND FARMACEUTICA S.;94305;94305,0;RICARDO DIAS CARDOSO;MA;3068,93;
9;2558000415;789423;KLEY HERTZ DISTRIBUIDORA LTDA;101887;101887,0;DROGARIA SURUBIM LTDA ME;PE;1449,79;1449,79
7;1259027284;47252;HYPERA S.A;5763;8018,0;FARMA ROCHA PRODUTOS FARMACEUTICOS LTDA;BA;2404,15;
3;7683015354;792121;GIOVANNA BABY - PRO NOVA DIST E COM DE COSMETICOS LTDA;134085;104539,0;VALDEMIRO JOAO DE OLIVEIRA;CE;3188,3;
2;360069469;790283;PHARLAB INDUSTRIA FARMACEUTICA S.A;60550;60550,0;EMILIANA DE S BARBOSA FARMACIA;PI;690,47;
7;2652001432;789603;SOFTYS BRASIL LTDA;2166;2165,0;OSNI MELGACO BULCAO E CIA LTDA FL2;BA;3007,24;
1;42119524;793261;FARMAX DISTRIBUIDORA S.A;91903;86705,0;FARMACIA DA ECONOMIA NACIONAL LTDA FILIAL 9;CE;1382,05;
1;424072520;794468;CELLERA CONSUMO LTDA (ES);97038;97038,0;FARMACIA CASTELO BRANCO LTDA;CE;109,61;
1;42119588;47252;HYPERA S.A;91565;91565,0;AMEDIL - ALEX MEDICAMENTOS LTD;CE;9804,86;
5;609038711;33057;NATULAB LABORATORIO LTDA;97950;97950,0;CENTRO FARMA EIRELI;MA;6523,07;
3;2133004434;30307;CCM IND E COM DE PROD DESCARTAVEIS S/A;126015;126015,0;FARMACIA EXTRA POPULAR COMERCIO DE PRODUTOS FARMACEUTICOS L;CE;14836,18;
9;2647002040;793186;ACCUMED PRODUTOS MEDICO HOSPITALARES LTDA;79384;79384,0;JOSE ANDELSON PRIMO LEITE EIRELI EPP;PE;3240,9;
2;2118014276;139553;CCM IND E COM DE PROD DESCART S/A - DINNO/PLENTY;104309;97011,0;AMÉRICA MEDICAMENTOS E CORRELATOS LTDA;PI;15356,84;
2;360069433;793186;ACCUMED PRODUTOS MEDICO HOSPITALARES LTDA;62260;62251,0;M P LEAL -ME;PI;3249,89;
1;559030761;789525;ACHE LABORATORIOS FARMACEUTICOS S/A;120218;120218,0;SILVANI E GEOMAR LTDA;CE;2081,21;
5;2711000091;33286;MULTILAB IND E COM DE PROD FARMAC LTDA (MARCAS);137790;98762,0;DROGARIA MAIS POPULAR LTDA;MA;647,64;
3;559030759;30083;LOLLY BABY PRODUTOS INFANTIS L;92306;92306,0;A J COMERCIAL DE MEDICAMENTOS LTDA ME;CE;2250,13;
3;1518017304;789603;SOFTYS BRASIL LTDA;89397;89397,0;M C CARVALHO COMERCIO FARMACEUTICO LTDA ME;CE;100,9;
9;1456016348;30307;CCM IND E COM DE PROD DESCARTAVEIS S/A;103872;103866,0;ANTONIO CAVALCANTE MELO;PE;222,25;
5;2538000415;139553;CCM IND E COM DE PROD DESCART S/A - DINNO/PLENTY;131191;95309,0;W R DOS S MARTINS LTDA;MA;351,68;
1;42119658;47252;HYPERA S.A;92042;86705,0;FARMACIA DA ECONOMIA NACIONAL LTDA FILIAL 11;CE;4189,25;
1;953054001;796144;BRACELL PAPEIS NORDESTE LTDA;97656;86285,0;PROVIDA COMERCIO FARMACEUTICO SOCIEDADE UNIPESSOAL LTDA;CE;7356,32;
3;2588001881;789603;SOFTYS BRASIL LTDA;82129;80953,0;DROGARIA CARNEIRO LTDA F 5;CE;649,5;
1;610085906;47252;HYPERA S.A;135572;80700,0;DROGARIA OFICIAL LTDA;CE;1295,53;
9;1142029141;30307;CCM IND E COM DE PROD DESCARTAVEIS S/A;102006;101723,0;FARMACIA DROGAMEDIC COMERCIO DE PRODUTOS FARMACEUT;PE;7170,12;
7;1259027298;47252;HYPERA S.A;98591;3843,0;FARMACIA ROCHA FIGUEIREDO LTDA;BA;114,8;
7;2725000035;793261;FARMAX DISTRIBUIDORA S.A;4541;4541,0;EDNILVA ALVES P.M.DA SILVA;BA;2342,97;
3;1063031905;30307;CCM IND E COM DE PROD DESCARTAVEIS S/A;80657;80657,0;RICARDO FARMA COMERCIO DE MEDICAMENTOS LTDA;CE;592,58;
9;2365006655;47252;HYPERA S.A;101963;101962,0;JARDEL DE ANDRADE SILVA LTDA - ME;PE;5689,84;
1;1102110187;31267;MEDQUIMICA IND FARMACEUTICA S.;88974;88974,0;HAMILTON MELO MOREIRA;CE;4261,93;
1;2245006191;794919;EMS S/A;89968;89968,0;LOPES MELO COMERCIO DE MEDICAMENTOS LTDA ME;CE;1230,06;
1;483087040;2378;BELFAR LTDA;128780;89531,0;MARIA DAS DORES PAULINO DA SILVA ME;CE;2822,45;
9;2541004897;793186;ACCUMED PRODUTOS MEDICO HOSPITALARES LTDA;103551;103320,0;DROGARIA POP FARMA LTDA;PE;718,7;
1;42119666;47252;HYPERA S.A;93798;86705,0;FARMACIA DA ECONOMIA NACIONAL LTDA FILIAL 18;CE;4974,9;
1;1465027827;31267;MEDQUIMICA IND FARMACEUTICA S.;99809;89086,0;FARMACIA ALKENIA SOARES EIRELI  ME;CE;2016,02;
1;559030745;33057;NATULAB LABORATORIO LTDA;80312;80312,0;FCA.IDERLANDIA DA SILVA SOUSA;CE;914,85;
3;772313644;789112;MILI SA;120705;80467,0;FEITOSA JR COMERCIO DE MEDICAMENTOS LTDA;CE;3090,87;
1;1102110219;794468;CELLERA CONSUMO LTDA (ES);129772;129772,0;IDEAL FARMA LTDA;CE;2339,24;
1;400293247;794468;CELLERA CONSUMO LTDA (ES);85854;85854,0;CURA CERTA COM. VAR. PROD. FAR;CE;396,03;
6;2118014307;792121;GIOVANNA BABY - PRO NOVA DIST E COM DE COSMETICOS LTDA;133658;97011,0;AMÉRICA MEDICAMENTOS E CORRELATOS LTDA;PI;1238,75;
5;2708000449;789525;ACHE LABORATORIOS FARMACEUTICOS S/A;126759;126759,0;A J PRODUTOS FARMACEUTICOS LTDA;MA;2136,7;
1;1993010693;794919;EMS S/A;96453;96453,0;E V FARMACIA SOBREIRA LTDA ME;CE;1267,26;
3;2588001905;30307;CCM IND E COM DE PROD DESCARTAVEIS S/A;91098;91098,0;FARMACIA PREMIUM LTDA ME;CE;12093,72;
7;1255000109;796144;BRACELL PAPEIS NORDESTE LTDA;129395;7971,0;S C FARMACIA LTDA;BA;4736,0;
5;525043025;789525;ACHE LABORATORIOS FARMACEUTICOS S/A;127185;91823,0;(TF) HIPER POPULAR ARARI LTDA;MA;1408,78;
3;1298033404;30083;LOLLY BABY PRODUTOS INFANTIS L;118401;85007,0;FARMACIA GOTA MAIS LTDA;CE;315,03;
7;1466013837;789603;SOFTYS BRASIL LTDA;124111;7528,0;RM E XAVIER PRODUTOS FARMACEUTICOS LTDA;BA;1623,2;
9;1871013579;793247;NATIVITA INDUSTRIA E COMERCIO LTDA;103852;103852,0;FARMACIA CECILIO LTDA ME;PE;218,29;
7;2597000235;30307;CCM IND E COM DE PROD DESCARTAVEIS S/A;130465;1597,0;G.B DE OLIVEIRA & CIA LTDA;BA;970,0;
7;2405003679;47252;HYPERA S.A;1532;1531,0;ANTONIO ROBERTO FARIAS - ME;BA;2114,38;
5;2516004815;31267;MEDQUIMICA IND FARMACEUTICA S.;98944;92798,0;JPES PRODUTOS FARMACEUTICOS LTDA;MA;422,51;
9;2341009673;33928;GEOLAB IND FARMACEUTICA S/A;102227;102227,0;FERNANDA COELHO DE ARRUDA SILVA ME;PE;628,75;
3;4510173242;30307;CCM IND E COM DE PROD DESCARTAVEIS S/A;130643;130643,0;FARMA VIDA FLORES LTDA;CE;334,23;
3;4510173242;789603;SOFTYS BRASIL LTDA;130643;130643,0;FARMA VIDA FLORES LTDA;CE;334,23;
7;4830882074;139553;CCM IND E COM DE PROD DESCART S/A - DINNO/PLENTY;131627;983,0;KM MEDICAMENTOS LTDA;BA;3121,72;
7;2346008565;792019;TORRENT DO BRASIL LTDA;123367;10663,0;ICL FARMACIA LTDA;BA;1348,57;
